69;122;40
69;125;67
70;130;66
70;131;57
70;132;42
70;133;59
70;134;34
70;135;79
71;136;60
71;137;45
72;74;66
72;133;72
72;137;27
73;119;65
73;120;110
74;75;51
74;76;79
74;132;73
74;133;63
75;76;47
75;128;59
76;130;34
76;132;43
77;200;67
77;202;51
78;94;58
79;80;27
79;172;32
80;172;23
80;173;25
81;85;74
81;182;29
81;184;46
81;185;54
81;192;82
82;83;77
82;86;79
82;183;63
82;203;48
82;204;42
83;84;85
83;202;36
83;203;47
83;204;74
83;205;41
84;86;53
84;204;36
84;205;33
84;206;48
85;109;58
85;192;56
85;198;25
86;204;34
86;206;51
87;88;52
87;109;84
87;195;97
87;196;84
87;197;49
87;198;78
88;110;40
88;197;61
90;106;28
90;108;54
90;206;73
91;104;72
91;105;107
91;171;64
92;103;141
92;104;70
92;105;113
92;167;89
92;169;145
93;161;90
93;170;62
94;95;120
94;96;126
94;101;98
94;141;59
95;96;121
95;143;80
95;144;92
95;149;75
95;150;54
95;151;50
96;97;103
96;98;102
96;101;147
96;150;95
97;98;86
97;148;70
97;150;56
98;99;138
98;152;47
99;152;91
99;153;58
99;154;71
99;155;112
101;102;76
102;107;60
102;207;52
102;221;99
102;232;91
103;104;175
103;162;43
103;163;92
103;167;109
104;105;79
104;171;90
105;169;58
106;107;24
106;108;52
107;108;69
107;110;102
110;207;67
111;113;30
111;116;41
112;113;20
112;115;29
112;116;28
113;114;43
113;116;38
114;115;44
117;199;28
119;120;62
119;139;55
120;121;44
120;122;61
120;123;61
121;122;55
122;123;35
123;125;44
125;126;37
126;127;45
128;138;23
130;131;36
130;132;43
132;133;47
133;134;45
133;136;68
133;137;62
134;135;32
134;136;52
135;136;38
136;137;49
139;140;39
142;143;51
143;144;59
144;145;59
144;151;60
145;146;27
145;151;72
146;147;85
146;149;85
146;151;82
147;148;66
147;149;61
148;149;72
149;150;56
149;151;42
152;153;57
153;155;83
154;155;104
154;156;63
154;157;73
155;158;77
155;159;54
155;160;97
156;157;36
156;161;45
157;158;40
158;159;41
159;160;66
162;163;61
162;171;104
163;164;33
163;165;87
164;165;58
164;167;59
164;168;108
165;166;41
165;168;74
167;168;103
172;173;17
172;174;68
173;174;69
174;175;48
174;177;160
175;176;31
177;178;67
177;179;45
178;179;59
178;180;70
178;181;59
179;181;43
179;186;30
180;181;30
182;183;26
182;184;42
185;192;42
186;187;46
187;189;56
187;191;47
189;190;41
190;191;110
190;194;41
191;193;44
191;194;79
191;195;82
192;193;33
192;198;69
193;195;100
193;198;65
194;195;63
194;196;90
195;196;45
195;198;75
196;197;46
196;208;110
196;209;127
196;211;77
197;211;51
199;200;23
200;201;20
204;205;41
208;209;69
209;210;38
210;211;115
210;213;30
210;214;44
210;215;21
211;212;61
212;213;80
213;214;41
214;215;16
214;217;46
214;219;44
215;216;43
216;217;23
217;219;49
218;219;79
218;220;28
219;220;45
221;231;39
221;232;70
222;223;87
223;224;41
223;225;43
224;225;29
225;226;156
226;227;17
226;228;64
227;229;129
228;229;57
231;232;69
